clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
0,convex,scaly,green,almond,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray.,white,one,pendant,black,solitary,wood,Presenta
0,flat,fibrous,white,anise,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,flat,smooth,brown,anise,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,flat,fibrous,white,almond,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
0,flat,fibrous,brown,almond,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,flat,smooth,green,almond,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,convex,smooth,brown,almond,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,smooth,brown,almond,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,flat,smooth,white,anise,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,convex,fibrous,brown,anise,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,black,solitary,urban,No presenta
1,flat,smooth,white,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,black,scattered,urban,Presenta
0,convex,smooth,white,almond,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,convex,smooth,brown,anise,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,flat,smooth,brown,anise,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,fibrous,red,anise,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,black,several,wood,Presenta
0,convex,fibrous,brown,almond,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
1,flat,smooth,white,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,black,several,grasses,Presenta
1,flat,smooth,white,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,black,scattered,urban,Presenta
0,flat,fibrous,white,anise,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,flat,smooth,brown,anise,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,flat,fibrous,brown,almond,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,convex,smooth,brown,anise,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,flat,smooth,brown,almond,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
1,flat,smooth,white,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,black,several,grasses,Presenta
0,flat,smooth,green,almond,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,convex,smooth,brown,anise,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,convex,smooth,brown,almond,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,fibrous,brown,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray.,white,one,pendant,black,several,wood,Presenta
0,convex,fibrous,brown,almond,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white.,white,one,pendant,brown,several,wood,Presenta
0,flat,fibrous,white,anise,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,flat,fibrous,white,almond,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,flat,smooth,green,almond,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,convex,smooth,white,anise,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,fibrous,brown,almond,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,fibrous,brown,almond,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,convex,smooth,white,almond,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,smooth,brown,anise,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
0,convex,smooth,green,anise,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,flat,smooth,white,anise,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,smooth,brown,almond,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,flat,fibrous,green,anise,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,fibrous,white,anise,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,flat,fibrous,green,almond,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
0,convex,scaly,yellow,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,white,one,pendant,black,numerous,grasses,Presenta
0,convex,smooth,yellow,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,white,one,pendant,black,numerous,grasses,Presenta
0,convex,smooth,white,anise,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,convex,fibrous,white,anise,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
1,convex,smooth,white,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,black,scattered,urban,Presenta
0,convex,scaly,yellow,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,white,one,pendant,brown,scattered,grasses,Presenta
0,convex,scaly,white,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,white,one,pendant,brown,numerous,meadows,Presenta
0,flat,scaly,brown,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,white,one,pendant,brown,solitary,paths,Presenta
0,convex,smooth,white,almond,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,flat,smooth,brown,almond,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
0,flat,smooth,brown,anise,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,flat,smooth,brown,anise,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,convex,smooth,green,anise,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
0,bell,smooth,white,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,white,one,pendant,brown,numerous,grasses,Presenta
0,convex,smooth,green,anise,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
0,convex,smooth,yellow,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,white,one,pendant,black,scattered,meadows,Presenta
0,flat,smooth,white,anise,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
0,flat,smooth,brown,almond,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
0,flat,fibrous,green,anise,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,scaly,brown,almond,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white.,white,one,pendant,brown,solitary,wood,Presenta
0,convex,fibrous,brown,almond,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray.,white,one,pendant,black,solitary,wood,Presenta
0,convex,scaly,yellow,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,white,one,pendant,brown,solitary,paths,Presenta
0,flat,smooth,white,anise,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,convex,fibrous,green,anise,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,flat,smooth,white,almond,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
0,convex,fibrous,green,almond,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,convex,smooth,brown,almond,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,flat,fibrous,brown,anise,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
1,flat,scaly,brown,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,black,scattered,grasses,Presenta
0,convex,fibrous,brown,anise,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white.,white,one,pendant,black,solitary,wood,Presenta
0,flat,fibrous,green,anise,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
0,convex,fibrous,green,almond,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white.,white,one,pendant,black,several,wood,Presenta
0,convex,fibrous,white,almond,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,convex,fibrous,brown,anise,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink.,white,one,pendant,brown,several,wood,Presenta
0,convex,smooth,green,anise,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,flat,fibrous,white,anise,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,convex,fibrous,green,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink.,white,one,pendant,black,solitary,wood,Presenta
0,convex,scaly,white,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,white,one,pendant,black,numerous,grasses,Presenta
0,convex,scaly,white,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,white,one,pendant,brown,numerous,meadows,Presenta
0,flat,smooth,green,almond,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,flat,smooth,white,anise,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,flat,smooth,white,almond,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,convex,fibrous,brown,almond,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,abundant,grasses,No presenta
0,convex,smooth,brown,almond,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,bell,scaly,yellow,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,white,one,pendant,brown,numerous,meadows,Presenta
1,flat,scaly,white,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,black,several,grasses,Presenta
0,convex,smooth,brown,anise,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,convex,scaly,brown,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,white,one,pendant,black,scattered,grasses,Presenta
1,convex,smooth,brown,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,black,several,urban,Presenta
0,flat,smooth,green,anise,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,convex,fibrous,white,anise,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,smooth,brown,almond,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,convex,fibrous,brown,almond,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink.,white,one,pendant,black,several,wood,Presenta
1,flat,smooth,white,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,brown,several,urban,Presenta
0,convex,fibrous,white,anise,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,flat,smooth,green,anise,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,fibrous,white,almond,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,black,abundant,grasses,No presenta
0,flat,scaly,brown,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white.,white,one,pendant,brown,solitary,grasses,Presenta
1,flat,smooth,white,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,brown,scattered,grasses,Presenta
0,flat,fibrous,brown,almond,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,black,solitary,urban,No presenta
1,flat,scaly,brown,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white.,white,one,pendant,brown,scattered,urban,Presenta
0,flat,smooth,white,almond,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,convex,fibrous,green,anise,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white.,white,one,evanescent,brown,scattered,grasses,No presenta
0,flat,scaly,yellow,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,white,one,pendant,brown,solitary,paths,Presenta
0,flat,fibrous,brown,anise,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,white,one,evanescent,black,scattered,grasses,No presenta
